brand;model;version;registration_base_description;my_code;control;msrp;retail_bonus;trade_in_bonus;subsidized_rate_monthly;down_payment_percent;installments;rate_cost;insurance_years;ipva_value;others_bonus;dealer_rebate;total_customer_benefit;comment;offer_month_code
Fiat;Pulse;Impetus 1.0 TGDI MHEV AT;FIAT/PULSE IMPETUS HYB;25/26;Fiat Pulse Impetus 1.0 TGDI MHEV AT 2526;R$147.990;R$0;R$10.000;0,00;70;18;R$4.100;0Y;R$0;R$0;R$0;R$14.100;0;202512
Fiat;Pulse;Abarth 1.3 TGDI AT;FIAT/PULSE ABARTH 270;25/26;Fiat Pulse Abarth 1.3 TGDI AT 2526;R$158.990;R$0;R$8.000;0,00;00;00;;0Y;R$0;R$0;R$0;R$8.000;0;202512
Fiat;Fastback;Audace 1.0 TGDI MHEV AT;FIAT/FASTBACK AUDACE HYB;25/26;Fiat Fastback Audace 1.0 TGDI MHEV AT 2526;R$162.490;R$7.000;R$17.000;0,00;70;18;R$4.500;0Y;R$0;R$0;R$0;R$28.500;0;202512
Fiat;Fastback;Impetus 1.0 TGDI MHEV AT;FIAT/FASTBACK IMPETUS HY;25/26;Fiat Fastback Impetus 1.0 TGDI MHEV AT 2526;R$169.490;R$7.000;R$18.000;0,00;70;18;R$4.700;0Y;R$0;R$0;R$0;R$29.700;0;202512
Fiat;Fastback;Limited Edition 1.3 TGDI AT;FIAT/FASTBACK LIMITED ED;25/26;Fiat Fastback Limited Edition 1.3 TGDI AT 2526;R$173.490;R$7.000;R$13.000;0,00;70;18;R$4.800;0Y;R$0;R$0;R$0;R$24.800;0;202512
Fiat;Fastback;Abarth 1.3 TGDI AT;FIAT/FASTBACK ABARTH 270;25/26;Fiat Fastback Abarth 1.3 TGDI AT 2526;R$179.490;R$0;R$12.500;0,00;70;18;R$5.000;0Y;R$0;R$0;R$0;R$17.500;0;202512
Hyundai;Creta;Comfort Safety  1.0 TGDI AT;HYUNDAI/CRETA1TF COMF SF;25/26;Hyundai Creta Comfort Safety  1.0 TGDI AT 2526;R$154.990;R$13.000;R$0;0,00;60;18;R$6.200;0Y;R$0;R$0;R$3.000;R$19.200;0;202512
Hyundai;Creta;Limited 1.0 TGDI AT;HYUNDAI/CRETA1TF LIMITED;25/26;Hyundai Creta Limited 1.0 TGDI AT 2526;R$170.690;R$15.000;R$0;0,00;60;18;R$6.800;0Y;R$0;R$0;R$5.000;R$26.800;0;202512
Hyundai;Creta;Platinum 1.0 TGDI AT;HYUNDAI/CRETA1TF PLATINU;25/26;Hyundai Creta Platinum 1.0 TGDI AT 2526;R$186.590;R$8.000;R$0;0,00;60;18;R$7.400;0Y;R$0;R$0;R$0;R$15.400;0;202512
GWM;Ora 03;EV58;I/GWM ORA 03 BEV58;25/26;GWM Ora 03 EV58 2526;R$184.000;R$15.000;R$10.000;0,00;60;32;R$13.000;1Y;R$0;R$0;R$3.380;R$10.000;0;202512
Leapmotor;B10;EV;;25/26;Leapmotor B10 EV 2526;R$182.990;R$0;R$0;0,00;80;12;R$2.100;0Y;R$0;R$5.300;R$0;R$2.100;0;202512
Leapmotor;C10;EV;I/LPM C10 DESIGN;25/26;Leapmotor C10 EV 2526;R$204.990;R$0;R$0;0,00;80;12;R$2.300;0Y;R$0;R$4.000;R$0;R$2.300;0;202512
Leapmotor;C10;REEV;I/LPM C10 REEV E27;25/26;Leapmotor C10 REEV 2526;R$209.990;R$0;R$0;0,00;80;12;R$2.400;0Y;R$0;R$0;R$0;R$2.400;0;202512
MG;S5;Comfort;I/SAIC MGS5 EV 62KWH COM;25/26;MG S5 Comfort 2526;R$218.800;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202512
MG;MG4;Luxury;;25/26;MG MG4 Luxury 2526;R$199.800;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202512
MG;MG4;Comfort;;25/26;MG MG4 Comfort 2526;R$184.600;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202512
BYD;Dolphin;Mini GS EV;"I/BYD DOLPHIN MINI GS5EV;BYD/DOLPHIN MINI GS5EV";25/26;BYD Dolphin Mini GS EV 2526;R$119.990;R$0;R$0;1,46;70;60;R$0;0Y;R$0;R$0;R$0;R$0;0;202512
BYD;Dolphin;Plus EV;I/BYD DOLPHIN PLUS 310EV;25/25;BYD Dolphin Plus EV 2525;R$184.800;R$0;R$5.000;0,00;60;24;R$9.800;0Y;R$0;R$0;R$0;R$14.800;0;202512
BYD;Song Pro;GS 1.5 PHEV DHT;I/BYD SONG PRO GS DM;25/26;BYD Song Pro GS 1.5 PHEV DHT 2526;R$199.990;R$20.000;R$0;0,00;60;36;R$15.900;0Y;R$0;R$0;R$0;R$35.900;0;202512
Jeep;Renegade;Longitude 1.3 TGDI AT;JEEP/RENEGADE LGTD T270;25/26;Jeep Renegade Longitude 1.3 TGDI AT 2526;R$162.390;R$4.000;R$14.000;0,00;50;30;R$14.400;0Y;R$0;R$0;R$0;R$32.400;0;202512
Jeep;Compass;Longitude 1.3 TGDI AT;JEEP/COMPASS LONG T;25/26;Jeep Compass Longitude 1.3 TGDI AT 2526;R$195.890;R$5.000;R$11.000;0,00;50;30;R$17.400;0Y;R$0;R$0;R$0;R$33.400;0;202512
Jeep;Commander;Overland 1.3 TGDI AT;"JEEP/COMMANDER OVR T;JEEP/COMMANDER OVE 7 270";25/26;Jeep Commander Overland 1.3 TGDI AT 2526;R$278.190;R$14.000;R$16.500;0,00;00;00;;0Y;R$0;R$0;R$0;R$30.500;0;202512
Jeep;Commander;Limited 1.3 TGDI AT;"JEEP/COMMANDER LIM T;JEEP/COMMANDER LIM 7 270";25/26;Jeep Commander Limited 1.3 TGDI AT 2526;R$250.690;R$14.000;R$14.500;0,00;00;00;;0Y;R$0;R$0;R$0;R$28.500;0;202512
Jeep;Commander;Overland 2.2 TD AT 4x4;JEEP/COMMANDER OVR TD;25/26;Jeep Commander Overland 2.2 TD AT 4x4 2526;R$313.190;R$4.000;R$18.500;0,00;00;00;;0Y;R$0;R$0;R$0;R$22.500;0;202512
Jeep;Commander;Overland Hurricane 2.0 TGDI AT 4x4;JEEP/COMMANDER OVR T 2.0;25/26;Jeep Commander Overland Hurricane 2.0 TGDI AT 4x4 2526;R$329.890;R$4.000;R$19.500;0,00;00;00;;0Y;R$0;R$0;R$0;R$23.500;0;202512
Lepas;L4;EV;;25/26;Lepas L4 EV 2526;R$150.000;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202512
Lepas;L6;EV;;25/26;Lepas L6 EV 2526;R$180.000;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202512
GWM;Ora 03;GT EV;I/GWM ORA 03 GT BEV63;25/26;GWM Ora 03 GT EV 2526;R$199.000;R$10.000;R$10.000;0,00;60;24;R$10.500;1Y;R$0;R$0;R$3.780;R$10.000;0;202512
GWM;Ora 03;Skin EV;I/GWM ORA 03 SKIN BEV48;25/26;GWM Ora 03 Skin EV 2526;R$169.000;R$15.000;R$10.000;0,00;60;32;R$11.900;1Y;R$0;R$0;R$3.080;R$10.000;0;202512
BYD;Song Plus;GS 1.5 PHEV DHT;I/BYD SONG PLUS GS DM;25/26;BYD Song Plus GS 1.5 PHEV DHT 2526;R$249.990;R$25.000;R$10.000;0,00;60;36;R$19.900;0Y;R$0;R$0;R$0;R$44.900;0;202512
BYD;Song Plus;Premium 1.5 TGDI PHEV DHT;I/BYD SONG PLUS PREM DM;25/26;BYD Song Plus Premium 1.5 TGDI PHEV DHT 2526;R$299.800;R$39.810;R$20.000;0,00;60;36;R$23.800;0Y;R$0;R$0;R$0;R$63.610;0;202512
Hyundai;Creta;Ultimate 1.6 TGDI DCT;HYUNDAI/CRETA16G ULTIMTE;25/26;Hyundai Creta Ultimate 1.6 TGDI DCT 2526;R$199.590;R$4.000;R$0;0,00;60;18;R$7.900;0Y;R$0;R$0;R$0;R$11.900;0;202512
Jaecoo;7;Comfort 1.5 TGDI PHEV DHT;;26/26;Jaecoo 7 Comfort 1.5 TGDI PHEV DHT 2626;R$185.000;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202512
Jaecoo;7;Luxury 1.5 TGDI PHEV DHT;;26/26;Jaecoo 7 Luxury 1.5 TGDI PHEV DHT 2626;R$234.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202512
Jaecoo;7;Prestige 1.5 TGDI PHEV DHT;;26/26;Jaecoo 7 Prestige 1.5 TGDI PHEV DHT 2626;R$256.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202512
Jaecoo;7;Luxury 1.5 TGDI HEV DHT;;26/26;Jaecoo 7 Luxury 1.5 TGDI HEV DHT 2626;R$209.000;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202512
Jaecoo;5;Comfort EV;;25/26;Jaecoo 5 Comfort EV 2526;R$164.990;R$0;R$5.000;0,00;00;00;;0Y;R$0;R$0;R$0;R$5.000;0;202512
Jaecoo;5;Prestige EV;;25/26;Jaecoo 5 Prestige EV 2526;R$179.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202512
Jaecoo;5;Comfort 1.5 TGDI HEV DHT;;25/26;Jaecoo 5 Comfort 1.5 TGDI HEV DHT 2526;R$146.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202512
Jaecoo;5;Prestige 1.5 TGDI HEV DHT;;25/26;Jaecoo 5 Prestige 1.5 TGDI HEV DHT 2526;R$169.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202512
Hyundai;HB20;Comfort 1.0 MT;;25/26;Hyundai HB20 Comfort 1.0 MT 2526;R$95.190;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202512
Hyundai;HB20;Limited 1.0 MT;;25/26;Hyundai HB20 Limited 1.0 MT 2526;R$99.290;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202512
Hyundai;HB20;Limited 1.0 TGDI AT;;25/26;Hyundai HB20 Limited 1.0 TGDI AT 2526;R$121.490;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202512
Hyundai;HB20;Platinum 1.0 TGDI AT;;25/26;Hyundai HB20 Platinum 1.0 TGDI AT 2526;R$131.190;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202512
BYD;Song Plus;GS 1.5 PHEV DHT;I/BYD SONG PLUS GS DM;25/26;BYD Song Plus GS 1.5 PHEV DHT 2526;R$249.990;R$0;R$10.000;0,00;60;36;R$19.900;0Y;R$0;R$0;R$0;R$29.900;0;202601
BYD;Song Plus;Premium 1.5 TGDI PHEV DHT;I/BYD SONG PLUS PREM DM;25/26;BYD Song Plus Premium 1.5 TGDI PHEV DHT 2526;R$299.800;R$0;R$20.000;0,00;60;36;R$23.800;0Y;R$0;R$0;R$0;R$43.800;0;202601
BYD;Song Pro;GS 1.5 PHEV DHT;I/BYD SONG PRO GS DM;25/26;BYD Song Pro GS 1.5 PHEV DHT 2526;R$199.990;R$0;R$0;0,00;60;36;R$15.900;0Y;R$0;R$0;R$0;R$15.900;0;202601
GWM;Haval H6;2 1.5 TGDI HEV DHT;"I/GWM HAVAL H6 PREM HEV;I/GWM HAVAL H6 HEV2";25/26;GWM Haval H6 2 1.5 TGDI HEV DHT 2526;R$223.000;R$0;R$15.000;0,00;60;24;R$11.800;1Y;R$0;R$0;R$5.000;R$26.800;0;202601
GWM;Haval H6;19 1.5 TGDI PHEV DHT;"I/GWM HAVAL H6 PHEV 19;I/GWM HAVAL H6 PHEV19";25/26;GWM Haval H6 19 1.5 TGDI PHEV DHT 2526;R$248.000;R$0;R$15.000;0,00;60;24;R$13.100;1Y;R$0;R$0;R$5.000;R$28.100;0;202601
GWM;Haval H6;35 1.5 TGDI PHEV DHT;"I/GWM HAVAL H6 PHEV35;I/GWM HAVAL H6 PHEV";25/26;GWM Haval H6 35 1.5 TGDI PHEV DHT 2526;R$288.000;R$0;R$10.000;0,00;60;18;R$11.400;1Y;R$0;R$0;R$5.000;R$21.400;0;202601
GWM;Haval H6;GT 1.5 TGDI PHEV DHT;I/GWM HAVAL H6 GT;25/26;GWM Haval H6 GT 1.5 TGDI PHEV DHT 2526;R$325.000;R$0;R$10.000;0,00;60;18;R$12.900;1Y;R$0;R$0;R$5.000;R$22.900;0;202601
Leapmotor;C10;EV;I/LPM C10 DESIGN;25/26;Leapmotor C10 EV 2526;R$204.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$5.300;R$0;R$5.300;0;202601
Leapmotor;C10;REEV;I/LPM C10 REEV E27;25/26;Leapmotor C10 REEV 2526;R$219.990;R$0;R$10.000;0,00;60;24;R$11.700;0Y;R$0;R$0;R$0;R$10.000;0;202601
Leapmotor;B10;EV;0;25/26;Leapmotor B10 EV 2526;R$182.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$5.300;R$0;R$0;0;202601
Omoda;C7;Luxury 1.5 TGDI PHEV DHT;I/OMODA 7 PHEV LUXURY;25/26;Omoda C7 Luxury 1.5 TGDI PHEV DHT 2526;R$254.990;R$0;R$15.000;0,00;60;24;R$13.500;0Y;R$0;R$0;R$5.000;R$15.000;0;202601
Omoda;C7;Prestige 1.5 TGDI PHEV DHT;I/OMODA 7 PHEV PRESTIGE;25/26;Omoda C7 Prestige 1.5 TGDI PHEV DHT 2526;R$279.990;R$0;R$25.000;0,00;60;36;R$22.300;0Y;R$0;R$0;R$10.000;R$25.000;0;202601
Jaecoo;7;Prestige 1.5 TGDI PHEV DHT;0;26/26;Jaecoo 7 Prestige 1.5 TGDI PHEV DHT 2626;R$249.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$15.000;0;202601
Fiat;Fastback;Audace 1.0 TGDI MHEV AT;FIAT/FASTBACK AUDACE HYB;25/26;Fiat Fastback Audace 1.0 TGDI MHEV AT 2526;R$162.490;R$8.000;R$17.000;0,00;70;18;R$4.500;0Y;R$0;R$0;R$0;R$29.500;0;202601
Fiat;Fastback;Impetus 1.0 TGDI MHEV AT;FIAT/FASTBACK IMPETUS HY;25/26;Fiat Fastback Impetus 1.0 TGDI MHEV AT 2526;R$169.490;R$7.000;R$18.000;0,00;70;18;R$4.700;0Y;R$0;R$0;R$0;R$29.700;0;202601
Honda;WR-V;EX 1.5 CVT;HONDA/WR-V EX;25/26;Honda WR-V EX 1.5 CVT 2526;R$147.100;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202601
Honda;WR-V;EXL 1.5 CVT;HONDA/WR-V EXL;25/26;Honda WR-V EXL 1.5 CVT 2526;R$152.100;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202601
Nissan;Kait;Active 1.6 CVT;;25/26;Nissan Kait Active 1.6 CVT 2526;R$117.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202601
Nissan;Kait;Sense Plus 1.6 CVT;NISSAN/KAIT SENSE CVT;25/26;Nissan Kait Sense Plus 1.6 CVT 2526;R$139.590;R$3.000;R$0;0,00;60;18;R$5.500;0Y;R$0;R$0;R$0;R$8.500;0;202601
Nissan;Kait;Advance Plus 1.6 CVT;NISSAN/KAIT ADVANCE CVT;25/26;Nissan Kait Advance Plus 1.6 CVT 2526;R$149.890;R$3.000;R$0;0,00;60;18;R$6.000;0Y;R$0;R$0;R$0;R$9.000;0;202601
Nissan;Kait;Exclusive 1.6 CVT;NISSAN/KAIT EXCLUSIV CVT;25/26;Nissan Kait Exclusive 1.6 CVT 2526;R$152.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202601
Jeep;Renegade;Altitude 1.3 TGDI AT;JEEP/RENEGADE ALTIT T270;25/26;Jeep Renegade Altitude 1.3 TGDI AT 2526;R$147.990;R$6.000;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$6.000;0;202601
Jeep;Renegade;Longitude 1.3 TGDI AT;JEEP/RENEGADE LGTD T270;25/26;Jeep Renegade Longitude 1.3 TGDI AT 2526;R$165.690;R$3.000;R$14.000;0,00;50;30;R$14.700;0Y;R$0;R$0;R$0;R$31.700;0;202601
Jeep;Renegade;Sahara 1.3 TGDI AT;JEEP/RENEGADE SAHARA;25/26;Jeep Renegade Sahara 1.3 TGDI AT 2526;R$175.990;R$3.000;R$8.000;0,00;60;30;R$11.700;0Y;R$0;R$0;R$0;R$22.700;0;202601
Jeep;Renegade;Willys 1.3 TGDI AT 4x4;JEEP/RENEGADE WILLYS 4X4;25/26;Jeep Renegade Willys 1.3 TGDI AT 4x4 2526;R$189.490;R$0;R$8.000;0,00;60;30;R$12.600;0Y;R$0;R$0;R$0;R$20.600;0;202601
Nissan;Kicks;Sense 1.0 TGDI DCT;NISSAN/KICKS SENSE AT;25/26;Nissan Kicks Sense 1.0 TGDI DCT 2526;R$166.990;R$10.500;R$14.000;0,00;60;18;R$6.600;0Y;R$0;R$0;R$5.000;R$31.100;0;202601
Nissan;Kicks;Advance 1.0 TGDI DCT;NISSAN/KICKS ADVANCE AT;25/26;Nissan Kicks Advance 1.0 TGDI DCT 2526;R$177.990;R$10.500;R$21.500;0,00;60;18;R$7.100;0Y;R$0;R$0;R$6.200;R$39.100;0;202601
Nissan;Kicks;Exclusive 1.0 TGDI DCT;NISSAN/KICKS EXCLUSIV AT;25/26;Nissan Kicks Exclusive 1.0 TGDI DCT 2526;R$184.790;R$10.500;R$14.000;0,00;60;18;R$7.300;0Y;R$0;R$0;R$5.000;R$31.800;0;202601
Nissan;Kicks;Platinum 1.0 TGDI DCT;NISSAN/KICKS PLATINUM AT;25/26;Nissan Kicks Platinum 1.0 TGDI DCT 2526;R$199.000;R$10.500;R$14.000;0,00;60;18;R$7.900;0Y;R$0;R$0;R$5.000;R$32.400;0;202601
Renault;Boreal;Evolution 1.3 TGDI DCT;RENAULT/BOREAL EVO;25/26;Renault Boreal Evolution 1.3 TGDI DCT 2526;R$179.990;R$0;R$10.000;0,99;60;24;R$3.000;0Y;R$0;R$0;R$0;R$13.000;0;202601
Renault;Boreal;Techno 1.3 TGDI DCT;RENAULT/BOREAL TECH;25/26;Renault Boreal Techno 1.3 TGDI DCT 2526;R$199.990;R$0;R$12.000;0,99;60;24;R$3.400;0Y;R$0;R$0;R$0;R$15.400;0;202601
Renault;Boreal;Iconic 1.3 TGDI DCT;RENAULT/BOREAL ICO;25/26;Renault Boreal Iconic 1.3 TGDI DCT 2526;R$214.990;R$0;R$10.000;0,99;60;24;R$3.600;0Y;R$0;R$0;R$0;R$13.600;0;202601
Toyota;Corolla Cross;XR 2.0 CVT;TOYOTA/CCROSS XR 20;25/26;Toyota Corolla Cross XR 2.0 CVT 2526;R$190.490;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202601
Geely;EX2;Max;I/GEELY EX2 MAX;25/26;Geely EX2 Max 2526;R$136.800;R$0;R$0;0,00;60;24;R$7.300;0Y;R$0;R$4.000;R$0;R$11.300;0;202601
Jaecoo;7;Luxury 1.5 TGDI PHEV DHT;I/JAECOO 7 LUXURY;25/26;Jaecoo 7 Luxury 1.5 TGDI PHEV DHT 2526;R$234.990;R$5.000;R$25.000;0,00;60;24;R$12.500;0Y;R$0;R$0;R$6.000;R$30.000;0;202601
Jaecoo;7;Prestige 1.5 TGDI PHEV DHT;I/JAECOO 7 PRESTIGE;25/26;Jaecoo 7 Prestige 1.5 TGDI PHEV DHT 2526;R$256.990;R$0;R$15.500;0,00;60;36;R$20.400;0Y;R$0;R$0;R$8.000;R$15.500;0;202601
Jaecoo;7;Comfort 1.5 TGDI PHEV DHT;0;26/26;Jaecoo 7 Comfort 1.5 TGDI PHEV DHT 2626;R$184.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$9.000;0;202601
Hyundai;Creta;Comfort 1.0 TGDI AT;HYUNDAI/CRETA1TF COMFORT;25/26;Hyundai Creta Comfort 1.0 TGDI AT 2526;R$151.290;R$10.000;R$0;0,00;60;18;R$6.000;0Y;R$0;R$0;R$0;R$16.000;0;202601
Hyundai;Creta;Comfort Safety  1.0 TGDI AT;HYUNDAI/CRETA1TF COMF SF;25/26;Hyundai Creta Comfort Safety  1.0 TGDI AT 2526;R$154.990;R$10.000;R$0;0,00;60;18;R$6.200;0Y;R$0;R$0;R$0;R$16.200;0;202601
Hyundai;Creta;Limited 1.0 TGDI AT;HYUNDAI/CRETA1TF LIMITED;25/26;Hyundai Creta Limited 1.0 TGDI AT 2526;R$170.690;R$10.000;R$0;0,00;60;18;R$6.800;0Y;R$0;R$0;R$0;R$16.800;0;202601
Hyundai;HB20;Comfort 1.0 MT;;25/26;Hyundai HB20 Comfort 1.0 MT 2526;R$165.620;R$5.600;R$0;0,00;80;12;R$1.900;0Y;R$0;R$0;R$0;R$7.500;0;202601
Hyundai;HB20;Limited 1.0 MT;;25/26;Hyundai HB20 Limited 1.0 MT 2526;R$99.290;R$6.100;R$2.000;0,00;80;12;R$1.100;0Y;R$0;R$0;R$0;R$9.200;0;202601
Hyundai;HB20;Limited 1.0 TGDI AT;;25/26;Hyundai HB20 Limited 1.0 TGDI AT 2526;R$121.490;R$4.000;R$6.000;0,00;70;18;R$3.400;0Y;R$0;R$0;R$0;R$13.400;0;202601
Hyundai;HB20;Platinum 1.0 TGDI AT;;25/26;Hyundai HB20 Platinum 1.0 TGDI AT 2526;R$131.190;R$4.000;R$6.000;0,00;70;18;R$3.600;0Y;R$0;R$0;R$0;R$13.600;0;202601
Jeep;Compass;Sport 1.3 TGDI AT;JEEP/COMPASS SPORT T;25/26;Jeep Compass Sport 1.3 TGDI AT 2526;R$171.490;R$15.000;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$15.000;0;202601
Jeep;Compass;Longitude 1.3 TGDI AT;"JEEP/COMPASS LONG T;JEEP/COMPASS LONGITUDE T";25/26;Jeep Compass Longitude 1.3 TGDI AT 2526;R$195.890;R$3.000;R$11.000;0,00;50;30;R$17.400;0Y;R$0;R$0;R$0;R$31.400;0;202601
Jeep;Compass;Serie S 1.3 TGDI AT;JEEP/COMPASS SERIE S T;25/26;Jeep Compass Serie S 1.3 TGDI AT 2526;R$225.390;R$2.000;R$11.000;0,00;60;30;R$14.900;0Y;R$0;R$0;R$0;R$27.900;0;202601
Jeep;Commander;Longitude 1.3 TGDI AT;JEEP/COMMANDER LONG T;25/26;Jeep Commander Longitude 1.3 TGDI AT 2526;R$224.290;R$7.000;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$7.000;0;202601
Jaecoo;7;Luxury 1.5 TGDI PHEV DHT;0;26/26;Jaecoo 7 Luxury 1.5 TGDI PHEV DHT 2626;R$229.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$20.000;0;202601
Geely;Starship 7 ;Complete 1.5 PHEV DHT;;26/26;Geely Starship 7  Complete 1.5 PHEV DHT 2626;R$230.000;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202601
Geely;Starship 7 ;Inspire 1.5 PHEV DHT;;26/26;Geely Starship 7  Inspire 1.5 PHEV DHT 2626;R$0;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202601
BYD;Yuan Pro;GS 1.5 PHEV DHT;;26/26;BYD Yuan Pro GS 1.5 PHEV DHT 2626;R$170.000;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202601
GAC;GS4;Premium 2.0 HEV CVT;I/GAC GS4 PREMIUM;25/26;GAC GS4 Premium 2.0 HEV CVT 2526;R$191.990;R$0;R$20.000;0,00;60;24;R$10.200;0Y;R$0;R$4.000;R$3.000;R$34.200;0;202601
GAC;Aion V;Elite EV;I/GAC AION V ELITE;25/26;GAC Aion V Elite EV 2526;R$219.990;R$0;R$8.000;0,00;60;24;R$11.700;0Y;R$0;R$4.000;R$3.000;R$23.700;0;202601
GAC;GS4;Elite 2.0 HEV CVT;I/GAC GS4 ELITE;25/26;GAC GS4 Elite 2.0 HEV CVT 2526;R$209.990;R$0;R$13.000;0,00;60;24;R$11.100;0Y;R$0;R$4.000;R$3.000;R$28.100;0;202601
Jaecoo;5;Comfort 1.5 TGDI HEV DHT;;25/26;Jaecoo 5 Comfort 1.5 TGDI HEV DHT 2526;R$154.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202601
Jaecoo;5;Prestige 1.5 TGDI HEV DHT;;25/26;Jaecoo 5 Prestige 1.5 TGDI HEV DHT 2526;R$174.990;R$0;R$0;0,00;00;00;;0Y;R$0;R$0;R$0;R$0;0;202601
GAC;GS4;Elite 2.0 HEV CVT;I/GAC GS4 ELITE;25/26;GAC GS4 Elite 2.0 HEV CVT 2526;R$209.990;R$0;R$15.000;0,00;60;24;R$11.100;0Y;R$0;R$4.000;R$3.000;R$30.100;0;202602
BYD;Song Pro;GS 1.5 PHEV DHT;"I/BYD SONG PRO GS DM;BYD/SONG PRO GS DM";25/26;BYD Song Pro GS 1.5 PHEV DHT 2526;R$199.990;R$0;R$10.000;0,00;60;36;R$15.900;0Y;R$0;R$0;R$0;R$15.900;0;202602
BYD;Song Plus;Premium 1.5 TGDI PHEV DHT;I/BYD SONG PLUS PREM DM;25/26;BYD Song Plus Premium 1.5 TGDI PHEV DHT 2526;R$299.800;R$0;R$20.000;0,00;50;36;R$31.900;0Y;R$0;R$0;R$0;R$51.900;0;202602
Geely;EX5;Pro EV;I/GEELY EX5 PRO;25/26;Geely EX5 Pro EV 2526;R$205.800;R$29.000;R$0;0,00;60;24;R$10.900;0Y;R$0;R$4.000;R$0;R$43.900;0;202602
Geely;EX5;Max EV;I/GEELY EX5 MAX;25/26;Geely EX5 Max EV 2526;R$225.800;R$14.000;R$0;0,00;60;24;R$12.000;0Y;R$0;R$4.000;R$0;R$30.000;0;202602
Jaecoo;7;Luxury 1.5 TGDI PHEV DHT;I/JAECOO 7 LUXURY;25/26;Jaecoo 7 Luxury 1.5 TGDI PHEV DHT 2526;R$234.990;R$5.000;R$20.000;0,00;60;24;R$12.500;0Y;R$0;R$0;R$6.000;R$37.500;0;202602
Jaecoo;7;Prestige 1.5 TGDI PHEV DHT;I/JAECOO 7 PRESTIGE;25/26;Jaecoo 7 Prestige 1.5 TGDI PHEV DHT 2526;R$256.990;R$0;R$20.000;0,00;60;24;R$13.600;0Y;R$0;R$0;R$11.000;R$33.600;0;202602
Leapmotor;C10;REEV;I/LPM C10 REEV E27;25/26;Leapmotor C10 REEV 2526;R$219.990;R$0;R$10.000;0,00;70;18;R$6.100;0Y;R$0;R$0;R$0;R$16.100;0;202602
Jeep;Compass;Longitude 1.3 TGDI AT;"JEEP/COMPASS LONG T;JEEP/COMPASS LONGITUDE T";26/26;Jeep Compass Longitude 1.3 TGDI AT 2626;R$199.890;R$6.000;R$11.000;0,00;50;30;R$17.400;0Y;R$0;R$0;R$0;R$34.400;0;202602
Jeep;Compass;Blackhawk 2.0 TGDI AT;JEEP/COMPASS BLACKHAWK;26/26;Jeep Compass Blackhawk 2.0 TGDI AT 2626;R$274.290;R$8.000;R$5.000;0,00;60;30;R$17.800;0Y;R$0;R$0;R$0;R$30.800;0;202602
Jeep;Commander;Longitude 1.3 TGDI AT;JEEP/COMMANDER LONG T;26/26;Jeep Commander Longitude 1.3 TGDI AT 2626;R$228.790;R$7.000;R$2.500;0,00;00;00;;0Y;R$0;R$0;R$0;R$9.500;0;202602
