SC_0001;SC_0002;SC_0003;SC_0004;SC_0005;SC_0006;DM_0001;DM_0002;DM_0003;DM_0004;DM_0005;DM_0006;DM_0007;DM_0008;DM_0009;DM_0010;DM_0011;PW_0001;PW_0002;PW_0003;PW_0004;PW_0005;PW_0006;PW_0007;PW_0008;PW_0009;PW_0010;PW_0011;PW_0012;PW_0014;PW_0015;PW_0016;PW_0017;PW_0018;PW_0019;PW_0020;PW_0021;PW_0022;PW_0023;PW_0025;PW_0026;PW_0028;PW_0029;PW_0030;PW_0031;PW_0032;PW_0033;PW_0035;PW_0036;PW_0037;PW_0038;PW_0039;PW_0040;PW_0041;PW_0042;PW_0043;PW_0044;OW_0001;OW_0002;OW_0003;OW_0004;OW_0005;OW_0006;OW_0007;OW_0008;OW_0009;OW_0010;EX_0001;EX_0002;EX_0003;EX_0004;EX_0005;EX_0006;EX_0007;EX_0008;EX_0009;EX_0010;EX_0011;EX_0012;EX_0013;EX_0014;EX_0015;EX_0016;EX_0017;EX_0018;EX_0019;EX_0020;EX_0021;EX_0022;EX_0023;EX_0024;EX_0025;EX_0026;EX_0027;EX_0028;EX_0029;EX_0030;EX_0031;EX_0032;EX_0033;EX_0034;EX_0035;EX_0036;EX_0037;EX_0038;EX_0039;EX_0040;EX_0041;EX_0042;EX_0043;IN_0001;IN_0002;IN_0003;IN_0004;IN_0005;IN_0006;IN_0007;IN_0008;IN_0009;IN_0062;IN_0063;IN_0010;IN_0011;IN_0012;IN_0013;IN_0014;IN_0015;IN_0016;IN_0017;IN_0064;IN_0018;IN_0019;IN_0020;IN_0021;IN_0022;IN_0023;IN_0024;IN_0025;IN_0026;IN_0027;IN_0028;IN_0029;IN_0030;IN_0031;IN_0065;IN_0032;IN_0033;IN_0034;IN_0035;IN_0036;IN_0037;IN_0038;IN_0039;IN_0040;IN_0041;IN_0042;IN_0043;IN_0044;IN_0045;IN_0046;IN_0047;IN_0048;IN_0060;IN_0061;IN_0049;IN_0050;IN_0051;IN_0052;IN_0053;IN_0054;IN_0055;IN_0056;IN_0057;IN_0058;CO_0001;CO_0002;CO_0003;CO_0004;CO_0005;CO_0006;CO_0007;CO_0008;CO_0009;CO_0010;CO_0011;CO_0053;CO_0054;CO_0012;CO_0013;CO_0014;CO_0015;CO_0016;CO_0017;CO_0018;CO_0019;CO_0020;CO_0021;CO_0022;CO_0023;CO_0024;CO_0025;CO_0026;CO_0027;CO_0028;CO_0029;CO_0030;CO_0031;CO_0032;CO_0033;CO_0034;CO_0035;CO_0036;CO_0037;CO_0038;CO_0039;CO_0040;CO_0041;CO_0042;CO_0043;CO_0044;CO_0045;CO_0046;CO_0047;CO_0048;CO_0049;CO_0050;CO_0051;CO_0052;SF_0001;SF_0002;SF_0003;SF_0004;SF_0005;SF_0006;SF_0007;SF_0008;SF_0009;SF_0010;SF_0011;SF_0012;SF_0013;SF_0014;SF_0015;SF_0016;SF_0017;SF_0018;SF_0019;SF_0020;SF_0021;SF_0022;SF_0023;SF_0024;SF_0025;SF_0026;SF_0027;SF_0028;SF_0029;SF_0030;SF_0031;SF_0032;SF_0033;SF_0034;SF_0035;SF_0036;SF_0037;SF_0038;SF_0039;SF_0040;SF_0041;SF_0042;SF_0043;SF_0044;SF_0045;AD_0001;AD_0002;AD_0003;AD_0004;AD_0005;AD_0006;AD_0007;AD_0008;AD_0009;AD_0010;AD_0011;AD_0012;AD_0013;AD_0014;AD_0015;AD_0016;AD_0017;AD_0018;AD_0019;AD_0020;AD_0021;AD_0022;AD_0023;EX_0044;CO_0055;IN_0059
Volvo EX30 Core EV 2424;Volvo;EX30;Core EV;2024;2024;4233;1838;1550;2650;165;318;904;1840;;370;1000;;;;S;;;;;;;;;;;;;;;;S;272;343;;;51;11;136;;272;343;6,764705882;52,57142857;5,7;180;;S;;S;;S;0,51;41,4;38,8;;;;250;;3;8;S;18;225;225/55 R18;;;;;S;S;S;S;;;S;;;;S;;;S;;S;S;S;S;S;;;;S;;;;;;;S;S;;;;S;;;;S;S;S;;;;;;;;;;;;;;;S;S;S;S;;S;;;;;;;;;;S;;S;;S;;S;S;;S;;S;;;S;;;;;;;S;;S;;S;;;;S;;;S;;S;S;S;;;2;;1;1;;;;;;12,3;;;;S;S;S;;3;2;;;;S;S;;S;;;;S;;;;4;;4;S;S;;S;;S;S;S;;;S;S;S;S;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;;S;;S;;;S;S;S;;;S;S;S;S;S;;S;S;S;;S;S;S;S;S;;S;S;;S;;S;;;S;S;S;;;
Volvo EX30 Core ER EV 2424;Volvo;EX30;Core ER EV;2024;2024;4233;1838;1550;2650;165;318;904;1850;;390;1600;;;;S;;;;;;;;;;;;;;;;S;272;343;;;69;11;153;;272;343;6,801470588;52,85714286;5,3;180;;S;;S;;S;0,52;43,2;35,3;;;;338;;3;8;S;18;225;225/55 R18;;;;;S;S;S;S;;;S;;;;S;;;S;;S;S;S;S;S;;;;S;;;;;;;S;S;;;;S;;;;S;S;S;;;;;;;;;;;;;;;S;S;S;S;;S;;;;;;;;;;S;;S;;S;;S;S;;S;;S;;;S;;;;;;;S;;S;;S;;;;S;;;S;;S;S;S;;;2;;1;1;;;;;;12,3;;;;S;S;S;;3;2;;;;S;S;;S;;;;S;;;;4;;4;S;S;;S;;S;S;S;;;S;S;S;S;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;;S;;S;;;S;S;S;;;S;S;S;S;S;;S;S;S;;S;S;S;S;S;;S;S;;S;;S;;;S;S;S;;;
Volvo EX30 Plus EV 2424;Volvo;EX30;Plus EV;2024;2024;4233;1838;1550;2650;165;318;904;1850;;390;1600;;;;S;;;;;;;;;;;;;;;;S;272;343;;;69;11;153;;272;343;6,801470588;52,85714286;5,3;180;;S;;S;;S;0,52;43,2;35,3;;;;338;;3;8;S;19;245;245/45 R19;;;;;S;S;S;S;;;S;;;;S;;S;S;;S;S;S;S;S;;;;S;S;;;;;;S;S;S;S;;;;S;;S;S;S;;;;;;;;;;;;;;;S;S;S;S;;S;;;;;;;;;;S;;S;;S;;S;S;;S;;S;;;S;;;;S;;;S;;S;;S;;;;S;;;S;;S;S;S;;;2;2;1;1;S;;;;;12,3;;;;S;S;S;S;4;4;1;;;S;S;;;S;;;S;S;;;4;;4;S;S;;S;;S;S;S;;;S;S;S;S;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;S;S;;S;;;S;S;S;;;S;S;S;S;S;;S;S;S;;S;S;S;S;S;;S;S;S;S;S;S;;;S;S;S;;;
Volvo EX30 Ultra EV 2424;Volvo;EX30;Ultra EV;2024;2024;4233;1838;1550;2650;165;318;904;1850;;390;1600;;;;S;;;;;;;;;;;;;;;;S;272;343;;;69;11;153;;272;343;6,801470588;52,85714286;5,3;180;;S;;S;;S;0,55;40,1;33,9;;;;338;;3;8;S;20;245;245/40 R20;;;;;S;S;S;S;;;S;;;;S;;S;S;;S;S;S;S;S;;;;S;S;;;;S;;S;S;S;S;;;;S;;S;S;S;S;S;;;;;S;S;;;S;S;;;S;S;S;S;;S;;;;;;;;;;S;;S;;S;;S;S;;S;;S;;;S;;;;S;;;S;;S;;S;;;;S;;;S;;S;S;S;;;2;2;1;1;S;;;;;12,3;;;;S;S;S;S;4;4;1;;;S;S;;;S;;;S;S;;;4;;4;S;S;;S;S;S;S;S;;;S;S;S;S;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;S;S;S;;S;;S;S;S;;;S;S;S;S;S;;S;S;S;S;S;S;S;S;S;;S;S;S;S;S;S;;;S;S;S;;;
Honda HR-V EX 1.5 CVT 2525;Honda;HR-V;EX 1.5 CVT;2025;2025;4340;1790;1590;2610;185;354;;1297;;;;;;;;1.5;;;4;S;;126;154,94;6200;4600;;;S;;;;;;;;;;;;126;154,94;10,29365079;82,08860759;11,8;175;S;;;S;;S;1,63;12,5;13,9;8,8;9,9;50;;;3;;S;17;215;215/60  R17;S;;;;S;S;S;S;S;;S;;;;S;;;S;;;S;;S;S;;;;;;;;;;;S;S;;;;S;;;;;;;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;;;S;;;S;;S;;;S;;;;;;;;;S;;S;;;;;;S;;;S;;;2;2;;;1;1;;;;4,2;;8;;;;S;;;;4;;;;;S;;;S;;;;;;S;;4;;4;;;S;;;;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;;;;S;;;S;S;S;;;S;;S;S;S;;S;S;;;;;S;S;S;;S;S;S;;;;;S;;;;;;
Honda HR-V EXL 1.5 CVT 2525;Honda;HR-V;EXL 1.5 CVT;2025;2025;4340;1790;1590;2610;185;354;;1297;;;;;;;;1.5;;;4;S;;126;154,94;6200;4600;;;S;;;;;;;;;;;;126;154,94;10,29365079;82,08860759;11,8;175;S;;;S;;S;1,63;12,5;13,9;8,8;9,9;50;;;3;;S;17;215;215/60  R17;S;;;;S;S;S;S;S;;S;;;S;S;;;S;;;S;;S;S;;;;;;;;;;;S;S;;;;;;S;;;;;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;;;S;;S;;S;S;;;;S;;;;;S;S;S;;;;;S;S;;;S;;;2;2;;;1;1;S;;;4,2;;8;;;;S;;;;4;2;;;;S;;;S;;;;;;S;;4;;4;S;;S;;;;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;;S;;S;;;S;S;S;;;S;;S;S;S;;S;S;;;;;S;S;S;;S;S;S;;;;;S;;;;;;
Honda HR-V Advance 1.5 TGDI CVT 2525;Honda;HR-V;Advance 1.5 TGDI CVT;2025;2025;4385;1790;1590;2610;181;354;;1390;;;;;;;;1.5;;S;4;S;;177;240,05;6000;1700;;;S;;;;;;;;;;;;177;240,05;7,327683616;52,93877551;8,9;200;S;;;S;;S;1,78;11,3;13;8;9,2;50;;;3;;S;17;215;215/60  R17;S;;;;S;S;S;S;S;;S;;;S;S;;;S;;;S;;S;S;;S;;;;;;;;;S;S;;;S;;;S;;S;S;S;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;;;S;;S;;S;S;;;;S;;;;;S;S;S;;;;;S;S;;;S;S;;2;2;;;1;1;S;;;7;;8;;;;S;;;;4;2;;;;S;;;;S;;;;;S;;4;;4;S;;S;;;;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;S;S;;S;;;S;S;S;;;S;S;S;S;S;;S;S;;;;;S;S;S;;S;S;S;;;;;S;;;;;;
Honda HR-V Touring  1.5 TGDI CVT 2525;Honda;HR-V;Touring  1.5 TGDI CVT;2025;2025;4385;1790;1590;2610;181;354;;1390;;;;;;;;1.5;;S;4;S;;177;240,05;6000;1700;;;S;;;;;;;;;;;;177;240,05;7,327683616;52,93877551;8,9;200;S;;;S;;S;1,78;11,3;13;8;9,2;50;;;3;;S;17;215;215/60  R17;S;;;;S;S;S;S;S;;S;;;S;S;;;S;;;S;;S;S;;S;;;;;;;;;S;S;S;S;S;;;S;;S;S;S;S;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;;;S;;S;;S;S;;;;S;;;;;S;S;S;;;;;S;S;;;S;S;;2;2;;;1;1;S;;;7;;8;;;;S;;;;4;4;;;;S;;;;S;;;;;S;;4;;4;S;;S;;S;;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;S;S;;S;;;S;S;S;;;S;S;S;S;S;;S;S;;;;;S;S;S;;S;S;S;;;;;S;;;;;;
Omoda C5 Comfort 1.5 TGDI HEV DHT 2526;Omoda;C5;Comfort 1.5 TGDI HEV DHT;2025;2026;4447;1824;1588;2610;145;372;1079;1546;1921;375;;;S;;;1.5;;S;4;S;;142,8;215;5200;2500;;;;S;1;S;204;310;;;1,8;;;;246,2;338;6,279447604;44,85059472;7,9;175;S;;;S;;S;;;;;;51;;1000;7;8;S;17;215;215/60 R17;;;;;S;S;S;;;;S;;;;S;;;S;;S;S;;S;;;;;;;;;;;;S;S;;;S;;S;;;S;S;S;;;;;;;;;;;;;;;;S;;S;;S;;;;;;;;;;S;;S;;S;;S;S;;S;;S;;S;S;;;;;;;;;S;;S;;S;;S;;S;S;;S;;;1;1;1;1;1;1;;;;12,3;;12,3;;;;S;S;;;4;;;;;S;S;;S;;;;S;;S;;4;;4;S;;S;;S;S;S;S;;;S;S;S;S;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;;S;;S;;;S;S;S;;;S;;S;S;;;;;;;;;;;;;;;;;;;;;;;;;;
Omoda C5 Luxury 1.5 TGDI HEV DHT 2526;Omoda;C5;Luxury 1.5 TGDI HEV DHT;2025;2026;4447;1824;1588;2610;145;372;1079;1546;2052;506;;;S;;;1,5;;S;4;S;;135;200;5200;2500;;;;S;1;S;204;310;;;1,83;;;;224;295;6,901785714;51,3962766;7,9;175;S;;;S;;S;1,4974;15,1;13,2;;;51;;;7;8;S;18;215;215/55 R18;;;;;S;S;S;;;;S;;;;S;;;S;;S;S;;S;S;;;;S;;;S;;;;S;S;;;S;;S;;;S;S;S;;;;;;;;;;;;;;;;S;;S;;S;;;;;;;;;;S;;S;;S;;S;S;;S;;S;;S;S;;;;;;;;S;S;S;S;;;;S;;S;S;;S;;;1;1;1;1;1;1;;;;12,3;;12,3;;;;S;;;;6;;;;;S;Alert&Can be closed;;;S;;;S;;S;;4;;4;S;;S;;S;;;S;;;S;S;S;S;S;S;S;S;S;;S;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;S;S;;;S;;S;S;S;;;S;;S;S;;;;;;;;;;;;;;;;;;;;;;;;;;
Omoda C5 Prestige 1.5 TGDI HEV DHT 2526;Omoda;C5;Prestige 1.5 TGDI HEV DHT;2025;2026;4447;1824;1588;2610;145;372;1079;1546;2052;506;;;S;;;1,5;;S;4;S;;135;200;5200;2500;;;;S;1;S;204;310;;;1,83;;;;224;295;6,901785714;51,3962766;7,9;175;S;;;S;;S;1,4974;15,1;13,2;;;51;;;7;8;S;18;215;215/55 R18;;;;;S;S;S;S;;;S;;;;S;;;S;;S;S;;S;S;;;;S;;;S;;;;S;S;S;S;S;;;S;;S;S;S;S;S;;;;;;;;;;;;;;S;;S;;S;S;S;;S;S;;;;;S;;S;;S;;S;S;;S;;S;;S;S;;;;S;;;;S;S;S;S;;;;S;;S;S;;S;;;1;1;1;1;1;1;;;S;12,3;;12,3;;;;S;;;S;8;;;;;;Alert&Can be closed;;;S;;;S;;S;;4;;4;S;;S;;S;S;;S;;;S;S;S;S;S;S;S;S;S;;S;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;S;S;;;S;;S;S;S;;USB;S;S;S;S;;;S;S;;;S;;S;S;S;S;S;S;S;S;S;S;;;;;;;;
Omoda C7 Luxury 1.5 TGDI PHEV DHT 2526;Omoda;C7;Luxury 1.5 TGDI PHEV DHT;2025;2026;4660;1875;1670;2720;157;590;1368;1855;2362;507;1250;;;S;;1,5;;S;4;S;;135;200,2;5200;2500;;;;S;1;S;204;310,1;;;18,4;6,6;40;S;279;365;6,64874552;49,8655914;8,4;180;S;;;S;;S;0,66;14;11,9;;;60;60;1200;7;8;S;19;235;235/50 R19;;;;;S;S;S;S;S;;S;;;;S;S;;S;;S;S;;S;S;S;S;S;S;;;;;S;S;S;S;S;S;;;;S;;S;S;S;S;S;;;;;;;;;S;;;S;S;S;S;S;;S;;;;S;S;;;;;S;;S;;S;;S;S;;S;;S;;S;S;S;;;S;;;S;S;S;S;S;S;S;;S;;S;;S;S;;;1;1;1;1;1;1;;;S;8,88;;15,6;;;;S;;;S;8;;;;S;S;Alert&Can be closed;;;S;;;S;;S;S;4;;4;S;;;S;S;S;S;S;;;S;S;S;;S;S;;S;S;;;S;S;S;S;S;S;S;S;S;S;S;S;S;;S;S;S;S;;;;S;S;S;S;S;S;S;S;S;S;;;S;S;;S;S;S;S;S;S;S;S;S;S;S;S;S;;;S;;;;;
Omoda C7 Prestige 1.5 TGDI PHEV DHT 2526;Omoda;C7;Prestige 1.5 TGDI PHEV DHT;2025;2026;4660;1875;1670;2720;157;590;1368;1855;2362;507;1250;;;S;;1,5;;S;4;S;;135;200,2;5200;2500;;;;S;1;S;204;310,1;;;18,4;6,6;40;S;279;365;6,64874552;49,8655914;8,4;180;S;;;S;;S;0,66;14;11,9;;;60;60;1200;7;8;S;20;235;235/45 R20;;;;;S;S;S;S;S;;S;;;;S;S;;S;;S;S;;S;S;S;S;S;S;;;;;S;S;S;S;S;S;;;;S;;S;S;S;S;S;;;;;S;;;S;S;;;S;S;S;S;S;;S;S;S;S;S;S;;S;;S;S;;S;;S;S;S;S;;S;;S;;S;S;S;;;S;;;;;S;S;S;S;S;;S;;S;;S;S;;;1;1;1;1;1;1;;;S;8,88;S;15,6;S;;;S;;;S;12;;;;S;S;Alert&Can be closed;;;S;;;S;;S;S;4;;4;S;;;S;S;S;S;S;;;S;S;S;;S;S;S;S;S;;S;S;S;S;S;S;S;S;S;S;S;S;S;S;;S;S;S;S;;;;S;S;S;S;S;S;S;S;S;S;S;;S;S;;S;S;S;S;S;S;S;S;S;S;S;S;S;;;S;;;S;S;
Hyundai Creta Comfort 1.0 TGDI AT 2526;Hyundai;Creta;Comfort 1.0 TGDI AT;2025;2026;4330;1790;1635;2610;190;422;1401;1300;;;;;;;;1.0;;S;3;S;;120;171,61;6000;1500;S;;;;6;;;;;;;;;;120;171,61;10,83333333;74,28571429;11,6;175;S;;;S;S;;1,74;12;12,7;8,4;9;50;;;5;;S;16;205;205/65 R16;S;;S;;;S;S;;;;S;;;;S;;;;;;S;;S;;;;;;;;;;;S;S;S;;;;S;;;;;;;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;;;S;S;S;;S;;S;;S;S;;;;;;;;S;;S;;;;;;;S;;S;S;;;;2;1;1;;;;;10;;8;;;;S;;;;4;;;;;S;S;S;;;;;;;;;4;;4;S;;S;;S;S;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;;;;S;;S;;;S;S;S;;;S;;S;S;S;;;;;;;;;;;;;;;;;;;;;;;;;
Hyundai Creta Limited 1.0 TGDI AT 2526;Hyundai;Creta;Limited 1.0 TGDI AT;2025;2026;4330;1790;1635;2610;190;422;1401;1300;;;;;;;;1.0;;S;3;S;;120;171,61;6000;1500;S;;;;6;;;;;;;;;;120;171,61;10,83333333;74,28571429;11,6;175;S;;;S;S;;1,74;12;12,7;8,4;9;50;;;5;;S;17;215;215/60 R17;S;;S;;;S;S;S;;;S;;;;S;;;;;;S;;S;S;;;;;;;;;;S;S;S;;;;;;S;;;;;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;S;S;;S;;S;;S;S;;;;;;;;S;;S;;;;;S;;S;;S;S;;;;2;1;1;;S;;;10;;8;;;;S;;;;4;;;;;S;S;;;S;;;;;S;;4;;4;S;;S;;S;S;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;;;;S;;S;;;S;S;S;;;S;;S;S;S;;S;S;S;;;;;;;;;S;S;;;;;;;;S;;;
Hyundai Creta Platinum 1.0 TGDI AT 2526;Hyundai;Creta;Platinum 1.0 TGDI AT;2025;2026;4330;1790;1635;2610;190;422;1401;1300;;;;;;;;1.0;;S;3;S;;120;171,61;6000;1500;S;;;;6;;;;;;;;;;120;171,61;10,83333333;74,28571429;11,6;175;S;;;S;S;;1,74;12;12,7;8,4;9;50;;;5;;S;17;215;215/60 R17;S;;S;;;S;S;S;;;S;;;;S;;;;;;S;;S;S;;;;;;;;;S;S;S;S;;;;;;S;;;;;;;;;;;;;;;;;;;S;S;;S;;S;;;;S;;;;;;S;;S;;S;;S;S;S;;S;;S;;S;S;;;;;;;;S;S;S;;;;;S;S;S;;S;S;;;;2;1;1;;S;;;10,25;;10,25;;;S;;S;;;4;;;;;S;S;;;S;;;;;S;;4;;4;S;;S;;S;S;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;S;S;S;S;;;S;;S;S;S;;;S;;S;S;S;;S;S;S;;;;S;;;;;S;S;;;S;;;;;S;;;
Hyundai Creta Ultimate 1.6 TGDI DCT 2526;Hyundai;Creta;Ultimate 1.6 TGDI DCT;2025;2026;4330;1790;1635;2610;190;422;1401;1355;;;;;;;;1.6;;S;4;S;;193;264,78;6000;1700;;S;;;7;;;;;;;;;;193;264,78;7,020725389;50,18518519;7,8;210;S;;;S;S;;1,72;11,9;13,5;;;50;;;5;;S;18;215;215/55 R18;S;;;;S;S;S;S;;;S;;;;S;;;S;;;S;S;S;S;;;;;;;;;S;S;S;S;;;;;;S;;;;;S;;;;;;;;;;;;;;S;S;;S;;S;;;;S;;;;;;S;;S;;S;;S;S;S;;S;;S;;S;S;;;S;;;;;S;S;S;;;;;S;S;S;;S;S;;;;2;1;1;;S;;;10,25;;10,25;;;S;;S;;;4;2;;;;S;S;;;S;;;;;S;;4;;4;S;;S;;S;S;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;S;S;S;S;;;S;;S;S;S;;;S;;S;S;S;;S;S;S;;S;S;S;;;;;S;S;;;S;S;;S;;S;;;
Hyundai Creta N Line 1.0 TGDI AT 2526;Hyundai;Creta;N Line 1.0 TGDI AT;2025;2026;4330;1790;1635;2610;190;422;1401;1300;;;;;;;;1.0;;S;3;S;;120;171,61;6000;1500;S;;;;6;;;;;;;;;;120;171,61;10,83333333;74,28571429;11,6;175;S;;;S;S;;1,74;12;12,7;8,4;9;50;;;5;;S;17;215;215/60 R17;S;;;;S;S;S;S;;;S;;;;S;;;S;;;S;S;S;S;;;;;;;;;S;S;S;S;;;S;;;S;;;;;;;;;;;;;;;;;;;S;S;;S;;S;;;;S;;;;;;S;;S;;S;;S;S;S;;S;;S;;S;S;;;;;;;;S;S;S;;;;;S;S;S;;S;S;;;;2;1;1;;S;;;10,25;;10,25;;;S;;S;;;4;2;;;;S;S;;;S;;;;;S;;4;;4;S;;S;;S;S;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;S;S;S;S;;;S;;S;S;S;;;S;;S;S;S;;S;S;S;;;;S;;;;;S;S;;;S;;;;;S;;;
VW T-Cross Sense 1.0 TGDI AT 2526;VW;T-Cross;Sense 1.0 TGDI AT;2025;2026;4218;1760;1571;2651;190;373;420;1259;;474;;;;;;1.0;;S;3;S;;128;200,05;5500;2000;S;;;;6;;;;;;;;;;128;200,05;9,8359375;61,71568627;10;192;S;;;S;S;;1,64;12,1;14,5;8,5;10,2;49;;;3;;;16;205;205/60 R16;S;;;;S;S;;;;;S;;;;S;;;S;;;S;;S;;;;;;;;;;;;S;;;;;S;;;;;;;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;;;S;;S;;S;;S;;S;;;;;;;;;;;;;;;;;;;;S;;;;;2;1;1;;;;;8;;10,1;;;;S;;;;4;;;;;S;S;S;;;;;;;;;4;;4;;;S;;;S;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;;;;S;;;;;S;S;S;;;;;S;S;S;S;;;;;;;;;;;;;;;;;;;;;S;;;
VW T-Cross 1.0 TGDI AT 2526;VW;T-Cross;1.0 TGDI AT;2025;2026;4218;1760;1571;2651;190;373;420;1259;;474;;;;;;1.0;;S;3;S;;128;200,05;5500;2000;S;;;;6;;;;;;;;;;128;200,05;9,8359375;61,71568627;10;192;S;;;S;S;;1,64;12,1;14,5;8,5;10,2;49;;;3;;S;16;205;205/60 R16;S;;;;S;S;;;;;S;;;;S;;;S;S;;S;;S;;;;;;;;;;;;S;;;;;S;;;;;;;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;;S;;S;;S;;S;;;;;;;;;S;;S;;;;;S;;;;S;;;;;2;1;1;;;;;8;;10,1;;;;S;;;;6;;;;;S;S;S;;;;;;;;;4;;4;S;;S;;;S;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;;;;S;;;;;S;S;S;;;S;;S;S;S;;S;S;;;;;S;;;;;;;;;;;;;;S;;;
VW T-Cross Comfortline 1.0 TGDI AT 2526;VW;T-Cross;Comfortline 1.0 TGDI AT;2025;2026;4218;1760;1571;2651;190;373;420;1259;;474;;;;;;1.0;;S;3;S;;128;200,05;5500;2000;S;;;;6;;;;;;;;;;128;200,05;9,8359375;61,71568627;10;192;S;;;S;S;;1,64;12,1;14,5;8,5;10,2;49;;;3;;S;17;205;205/55 R17;S;;;;S;S;;;;;S;;;;S;;;S;S;;S;;S;S;;S;;;;;;;;;S;;;;;;;S;;;;;;;;;S;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;S;S;;S;;S;;S;;;;;;;S;;S;;S;;;;;S;S;;;S;S;;;;2;1;1;;S;;;10,25;;10,1;;;;S;;;;6;;;;;S;S;;S;;;;;;S;;4;;4;S;;S;;S;S;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;;;S;S;;S;;;S;S;S;;;S;;S;S;S;;S;S;;;;;S;;;;;;;;;;;;;;S;;;
VW T-Cross Highline 1.4 TGDI AT 2526;VW;T-Cross;Highline 1.4 TGDI AT;2025;2026;4218;1760;1571;2651;190;373;420;1305;;474;;;;;;1.4;;S;4;S;;150;250,06;4500;1500;S;;;;6;;;;;;;;;;150;250,06;8,7;51,17647059;8,6;202;S;;;S;S;;1,69;11,8;14,2;8,2;9,9;49;;;3;;S;17;205;205/55 R17;S;;;;S;S;S;;;;S;;;;S;;;S;S;;S;;S;S;;S;;;S;;;;;S;S;;;;;;;S;;;;;;;;;S;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;S;S;;S;;S;;S;;;;;;;S;;S;;S;;;;;S;S;;;S;S;;;;2;1;1;;S;;;10,25;;10,1;;;;S;;;;6;;;;;S;S;;S;;;;;;S;;4;;4;S;;S;;S;S;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;;;S;S;;S;;;S;S;S;;;S;S;S;S;S;;S;S;;;;;S;;;;;;;;;;;;;;S;;;
VW T-Cross Extreme 1.4 TGDI AT 2526;VW;T-Cross;Extreme 1.4 TGDI AT;2025;2026;4218;1760;1571;2651;190;373;420;1305;;474;;;;;;1.4;;S;4;S;;150;250,06;4500;1500;S;;;;6;;;;;;;;;;150;250,06;8,7;51,17647059;8,6;202;S;;;S;S;;1,69;11,8;14,2;8,2;9,9;49;;;3;;S;17;205;205/55 R17;S;;;;S;S;S;;;;S;;;;S;;;S;S;;S;;S;S;;S;;;S;;;;;S;S;;;;;;;S;;;;;;;;;S;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;S;S;;S;;S;;S;;;;;;;S;;S;;S;;;;;S;S;;;S;S;;;;2;1;1;;S;;;10,25;;10,1;;;;S;;;;6;;;;;S;S;;S;;;;;;S;;4;;4;S;;S;;S;S;;S;;;S;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;;;S;S;;S;;;S;S;S;;;S;S;S;S;S;;S;S;;;;;S;;;;;;;;;;;;;;S;;;
